lat,lon,hour,dayofweek,is_weekend,is_off_hours,km_travelled,km_per_hour,country_changed,resource_changed,device_changed,is_new_device_for_user,is_untrusted_device,mfa_false,result_failure,role_contractor,role_employee,action_login,action_logout,country_IN,country_SG,country_UK,country_US,resource_email,resource_finance_app,resource_hr_portal,resource_vpn,is_anomaly,anomaly_score,pred_is_anomaly
19.07,72.87,21,5,1,0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.03723650483243646,0
1.35,103.82,21,5,1,0,3904.344923406237,20000.0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.006139105082229035,0
37.77,-122.41,22,5,1,1,13583.243126192969,20000.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-0.03300184071810963,0
37.77,-122.41,22,5,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.027611826305889653,0
51.5,-0.12,22,5,1,1,8617.413579531496,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.05820906467728548,0
19.07,72.87,22,5,1,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.09592493414615622,0
52.52,13.4,23,5,1,1,6286.49014548584,20000.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.04590145352865793,0
37.77,-122.41,23,5,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.0844301589415839,0
52.52,13.4,23,5,1,1,9105.156011748604,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.07574997563089891,0
37.77,-122.41,23,5,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.1140919552084606,0
52.52,13.4,23,5,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.11393961680017928,0
19.07,72.87,23,5,1,1,6286.49014548584,20000.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.06550171136504457,0
52.52,13.4,0,6,1,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.11639461187360278,0
19.07,72.87,0,6,1,1,6286.49014548584,14369.120332539063,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.1043226743692755,0
51.5,-0.12,0,6,1,1,7191.114210511749,20000.0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.045731048011266484,0
52.52,13.4,0,6,1,1,930.8785347807836,20000.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.04893547883730942,0
51.5,-0.12,1,6,1,1,930.8785347807836,1426.6337697789786,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.05311922122236323,0
37.77,-122.41,1,6,1,1,8617.413579531496,20000.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.01856933971460928,1
19.07,72.87,1,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.10921222429143279,0
52.52,13.4,2,6,1,1,6286.49014548584,17904.560540940685,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.10420456112459614,0
19.07,72.87,2,6,1,1,6286.49014548584,20000.0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.04141191981467418,0
37.77,-122.41,2,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.06974927758124994,0
51.5,-0.12,2,6,1,1,8617.413579531496,20000.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.06970476377971124,0
19.07,72.87,2,6,1,1,7191.114210511749,20000.0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.04731249499798318,0
19.07,72.87,2,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.05310806239237764,0
37.77,-122.41,2,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-0.06828507097014158,0
51.5,-0.12,2,6,1,1,8617.413579531496,20000.0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.028963868246345226,1
51.5,-0.12,2,6,1,1,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.009301787260024619,0
37.77,-122.41,2,6,1,1,8617.413579531496,20000.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.06826288772295341,0
1.35,103.82,2,6,1,1,13583.243126192969,20000.0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.04979418043578199,0
37.77,-122.41,2,6,1,1,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-0.07155728769561553,0
51.5,-0.12,3,6,1,1,8617.413579531496,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.08610527528423695,0
19.07,72.87,3,6,1,1,7191.114210511749,9609.506740104787,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.06141278021175067,0
19.07,72.87,4,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.050766091592825746,0
1.35,103.82,4,6,1,1,3904.344923406237,20000.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.049680502555344175,0
1.35,103.82,4,6,1,1,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.014652206434778936,1
51.5,-0.12,4,6,1,1,10847.683830031903,20000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.06609799480582679,0
37.77,-122.41,4,6,1,1,8617.413579531496,20000.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.02967757706787555,0
52.52,13.4,4,6,1,1,9105.156011748604,20000.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0962795796122684,0
19.07,72.87,4,6,1,1,6286.49014548584,20000.0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,-0.044477470893022564,0
37.77,-122.41,4,6,1,1,13495.773653008306,20000.0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.01887570297173624,0
1.35,103.82,4,6,1,1,13583.243126192969,20000.0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.016601014943707137,1
19.07,72.87,5,6,1,1,3904.344923406237,3527.1371955489208,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,-0.040155607492623036,0
19.07,72.87,6,6,1,0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.0310743784795946,0
52.52,13.4,6,6,1,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.09451518191387653,0
51.5,-0.12,6,6,1,0,930.8785347807836,6432.174136681037,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.08097236422887266,0
51.5,-0.12,6,6,1,0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.020557539002430514,0
19.07,72.87,6,6,1,0,7191.114210511749,20000.0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-0.0666725811584713,0
51.5,-0.12,6,6,1,0,7191.114210511749,20000.0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,-0.03979306402538907,0
37.77,-122.41,6,6,1,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.06370541781903238,0
51.5,-0.12,7,6,1,0,8617.413579531496,12667.492399474637,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.032967011521751965,0
51.5,-0.12,7,6,1,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.045456067268495604,0
19.07,72.87,7,6,1,0,7191.114210511749,20000.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-0.06990413543206553,0
52.52,13.4,7,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.16460785799728422,0
51.5,-0.12,7,6,1,0,930.8785347807836,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.10401686533313953,0
19.07,72.87,7,6,1,0,7191.114210511749,20000.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0559302614030488,0
52.52,13.4,7,6,1,0,6286.49014548584,20000.0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.08898275906682596,0
52.52,13.4,7,6,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.08908746240009846,0
52.52,13.4,7,6,1,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.06074370263001583,0
19.07,72.87,8,6,1,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.07270601926457321,0
1.35,103.82,8,6,1,0,3904.344923406237,9620.56243960469,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.0859483429986182,0
51.5,-0.12,8,6,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.0783390195309398,0
52.52,13.4,8,6,1,0,930.8785347807836,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.11323208339707552,0
19.07,72.87,8,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,-0.06576770996512393,0
51.5,-0.12,8,6,1,0,7191.114210511749,20000.0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.09422863129679981,0
37.77,-122.41,9,6,1,0,8617.413579531496,20000.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.08351289294074016,0
52.52,13.4,9,6,1,0,9105.156011748604,19829.74086043253,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.12013184336646743,0
51.5,-0.12,9,6,1,0,930.8785347807836,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.10957556355212517,0
1.35,103.82,9,6,1,0,10847.683830031903,20000.0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.047763910306241164,0
1.35,103.82,10,6,1,0,0.0,0.0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,-0.025304865013234923,0
37.77,-122.41,10,6,1,0,13583.243126192969,20000.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.07115644875970606,0
1.35,103.82,10,6,1,0,13583.243126192969,20000.0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.04243814217083519,0
52.52,13.4,10,6,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.13869428569974218,0
19.07,72.87,11,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.11191369519602212,0
52.52,13.4,11,6,1,0,6286.49014548584,16165.260374106443,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1087818863808735,0
52.52,13.4,11,6,1,0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.035032704724000774,0
37.77,-122.41,11,6,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.1013457529731755,0
1.35,103.82,12,6,1,0,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,-0.0918778775956629,0
52.52,13.4,12,6,1,0,9916.835913716,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.10002036259439845,0
51.5,-0.12,12,6,1,0,930.8785347807836,4863.806567795095,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.08108379377504615,0
37.77,-122.41,12,6,1,0,8617.413579531496,20000.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.05507253951727131,0
37.77,-122.41,12,6,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.061999115806225524,0
52.52,13.4,13,6,1,0,9105.156011748604,17398.38728359606,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.11279722016032345,0
1.35,103.82,14,6,1,0,9916.835913716,17814.6752941006,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.06514207139171102,0
1.35,103.82,14,6,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.06096572652635446,0
37.77,-122.41,14,6,1,0,13583.243126192969,15891.997157716827,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.08660714575138961,0
52.52,13.4,15,6,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.1278996640804348,0
1.35,103.82,15,6,1,0,9916.835913716,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-0.06159146781904634,0
52.52,13.4,15,6,1,0,9916.835913716,20000.0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.12512770648017335,0
1.35,103.82,15,6,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.06377084665768917,0
51.5,-0.12,15,6,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.06432601161166185,0
1.35,103.82,15,6,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.05607126512606653,0
1.35,103.82,16,6,1,0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.02473822146176463,0
19.07,72.87,16,6,1,0,3904.344923406237,11244.513379409962,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,-0.05404192338502867,0
37.77,-122.41,16,6,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-0.09029565169461273,0
1.35,103.82,16,6,1,0,13583.243126192969,20000.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.05841488361910818,0
51.5,-0.12,16,6,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.053517755546929835,0
19.07,72.87,17,6,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.09153436387070701,0
51.5,-0.12,17,6,1,0,7191.114210511749,20000.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.1045972357438189,0
19.07,72.87,17,6,1,0,7191.114210511749,20000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.11111067756253823,0
1.35,103.82,17,6,1,0,3904.344923406237,6893.399570506351,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.043871586689051,0
52.52,13.4,18,6,1,0,9916.835913716,20000.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.05175659236636054,0
52.52,13.4,18,6,1,0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.04851491189021362,0
37.77,-122.41,18,6,1,0,9105.156011748604,20000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.077830705101539,0
52.52,13.4,18,6,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.1263269300044222,0
51.5,-0.12,18,6,1,0,930.8785347807836,5001.735410762419,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.04911201927072928,0
52.52,13.4,18,6,1,0,930.8785347807836,20000.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.08439863843917661,0
37.77,-122.41,18,6,1,0,9105.156011748604,20000.0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.028062689183877998,0
37.77,-122.41,18,6,1,0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.024028351377100132,0
52.52,13.4,19,6,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.1526027639528918,0
1.35,103.82,19,6,1,0,9916.835913716,20000.0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,-0.05455900693897753,0
37.77,-122.41,19,6,1,0,13583.243126192969,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.11262821655006389,0
52.52,13.4,19,6,1,0,9105.156011748604,20000.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.09394284756014404,0
1.35,103.82,19,6,1,0,9916.835913716,20000.0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.01566133520176305,0
51.5,-0.12,19,6,1,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.10041890558572159,0
37.77,-122.41,20,6,1,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.08969156340200968,0
19.07,72.87,20,6,1,0,13495.773653008306,20000.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.04082485434367589,0
52.52,13.4,20,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.12029726820849546,0
1.35,103.82,20,6,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.08586531534042363,0
19.07,72.87,21,6,1,0,3904.344923406237,6633.148524899694,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-0.07334083072981756,0
1.35,103.82,21,6,1,0,3904.344923406237,20000.0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-0.0369706782953414,0
52.52,13.4,21,6,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.12068670888986233,0
52.52,13.4,21,6,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.08326800364995124,0
19.07,72.87,21,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.10457936044242255,0
52.52,13.4,21,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.09070914493273208,0
37.77,-122.41,21,6,1,0,9105.156011748604,20000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.07430464415303073,0
37.77,-122.41,21,6,1,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.03545614895987481,0
37.77,-122.41,22,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.04967566436201498,0
37.77,-122.41,22,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.023268294720944938,0
37.77,-122.41,23,6,1,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.007780364424414654,0
52.52,13.4,23,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.1004540049185274,0
37.77,-122.41,23,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.04202292724552481,0
37.77,-122.41,23,6,1,1,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.00663021768812988,1
37.77,-122.41,23,6,1,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.022748127045865707,0
37.77,-122.41,0,0,0,1,0.0,0.0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.04050311855871391,0
19.07,72.87,0,0,0,1,13495.773653008306,20000.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.08200225611993406,0
52.52,13.4,0,0,0,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.12885345897891615,0
19.07,72.87,0,0,0,1,6286.49014548584,20000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.05852291755114869,0
19.07,72.87,0,0,0,1,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.0020291426465866014,0
52.52,13.4,1,0,0,1,6286.49014548584,20000.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.09101018807553607,0
52.52,13.4,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.06298463198634685,0
37.77,-122.41,1,0,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-0.09683969585442087,0
52.52,13.4,1,0,0,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.14032616519035157,0
52.52,13.4,2,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.08592392022326434,0
51.5,-0.12,2,0,0,1,930.8785347807836,6867.136731989386,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.0873541205574978,0
1.35,103.82,2,0,0,1,10847.683830031903,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.09353337810611073,0
1.35,103.82,2,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.017676213250108375,0
52.52,13.4,3,0,0,1,9916.835913716,12911.612762885208,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.07360514345979985,0
52.52,13.4,3,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.06747879656536271,0
1.35,103.82,3,0,0,1,9916.835913716,20000.0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.07104557912492993,0
1.35,103.82,3,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.05749627370724053,0
1.35,103.82,4,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07016989701488885,0
52.52,13.4,4,0,0,1,9916.835913716,20000.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.06929310131989475,0
51.5,-0.12,5,0,0,1,930.8785347807836,2116.969504239305,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-0.08492000393703625,0
52.52,13.4,5,0,0,1,930.8785347807836,19947.39717387393,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.08427351306636133,0
52.52,13.4,5,0,0,1,0.0,0.0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.05143823422100291,0
51.5,-0.12,5,0,0,1,930.8785347807836,20000.0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.10143722346904394,0
37.77,-122.41,5,0,0,1,8617.413579531496,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.11384297019096112,0
19.07,72.87,5,0,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.09836692451594431,0
51.5,-0.12,6,0,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.12278398762265569,0
51.5,-0.12,6,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-0.05101856305935615,0
51.5,-0.12,6,0,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.01841827800632634,0
51.5,-0.12,7,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.08623046619500452,0
19.07,72.87,7,0,0,0,7191.114210511749,17646.90603806564,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.05212474251840016,0
51.5,-0.12,7,0,0,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.13586259892832436,0
37.77,-122.41,8,0,0,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.11930105736508284,0
51.5,-0.12,8,0,0,0,8617.413579531496,20000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.13952207783518006,0
52.52,13.4,8,0,0,0,930.8785347807836,7651.056450253015,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.1287521264206654,0
1.35,103.82,8,0,0,0,9916.835913716,19756.83967314754,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.08269249359103137,0
1.35,103.82,8,0,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.001031805478688974,0
51.5,-0.12,9,0,0,0,10847.683830031903,20000.0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.10793080010771228,0
